,FID,Long,Lat,ID,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_20_100mm,bio_21,bio_22,bio_23,bio_24,bio_25,bio_26,bio_27,bio_28,bio_29
154,154,-73.464631,6.861606,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
155,155,-73.464922,6.861515,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
156,156,-73.465156,6.861718,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
157,157,-73.464692,6.862445,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
158,158,-73.464607,6.862441,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
159,159,-73.464739,6.862097,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
160,160,-73.464808,6.861818,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
161,161,-73.464441,6.859448,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
162,162,-73.464562,6.859281,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
163,163,-73.464365,6.85874,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
164,164,-73.464276,6.858652,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
165,165,-73.464573,6.858162,3,247,86,90,269,294,199,95,243,247,249,242,1906,261,96,35,644,299,311,578,2,57167,7,5263,4280,983,4632,4632,5069,4348
166,166,-73.464287,6.857975,3,247,86,90,269,294,199,95,243,247,249,242,1906,261,96,35,644,299,311,578,2,57167,7,5263,4280,983,4632,4632,5069,4348
167,167,-73.464168,6.858428,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
168,168,-73.463716,6.85976,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
169,169,-73.464286,6.859961,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
170,170,-73.464405,6.859428,3,246,86,90,283,294,199,95,242,246,249,241,1896,259,96,35,640,299,311,575,2,57095,7,5269,4288,981,4636,4636,5010,4339
171,171,-73.471244,6.858382,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
172,172,-73.471094,6.85825,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
173,173,-73.471196,6.858151,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
174,174,-73.471357,6.858186,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
175,175,-73.471574,6.858487,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
176,176,-73.471856,6.858532,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
177,177,-73.47172,6.858824,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
178,178,-73.471603,6.858907,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
179,179,-73.471169,6.858815,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
180,180,-73.471027,6.859026,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
181,181,-73.470954,6.85903,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
182,182,-73.47164,6.856551,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
183,183,-73.471465,6.857414,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
184,184,-73.471008,6.857303,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
185,185,-73.471003,6.856822,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
186,186,-73.471124,6.856808,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
187,187,-73.471123,6.856809,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
188,188,-73.471419,6.856488,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
189,189,-73.471469,6.856372,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
190,190,-73.471456,6.856171,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
191,191,-73.471545,6.856051,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
192,192,-73.47177,6.856416,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
193,193,-73.471101,6.855815,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
194,194,-73.469908,6.857141,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
195,195,-73.47009,6.857237,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
196,196,-73.469644,6.857224,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
197,197,-73.46963,6.856637,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
198,198,-73.470403,6.855661,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
199,199,-73.471091,6.855837,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
200,200,-73.470584,6.855727,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
201,201,-73.472708,6.855125,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
202,202,-73.473451,6.855548,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
203,203,-73.473823,6.857131,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
204,204,-73.471707,6.856527,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
205,205,-73.471763,6.856395,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
206,206,-73.471532,6.856007,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
207,207,-73.47088,6.856878,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
208,208,-73.470133,6.856919,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
209,209,-73.47109,6.855827,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
210,210,-73.467111,6.86355,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
211,211,-73.467118,6.863123,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
212,212,-73.467643,6.862111,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
213,213,-73.467957,6.862082,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
214,214,-73.475164,6.860205,3,264,96,92,252,317,213,104,260,264,266,260,2128,324,84,38,750,326,374,656,1,63620,7,5877,4680,1197,5049,5049,5591,4790
215,215,-73.475337,6.860001,3,264,96,92,252,317,213,104,260,264,266,260,2128,324,84,38,750,326,374,656,1,63620,7,5877,4680,1197,5049,5049,5591,4790
216,216,-73.477068,6.861043,3,264,96,92,252,317,213,104,260,264,266,260,2128,324,84,38,750,326,374,656,1,63620,7,5877,4680,1197,5049,5049,5591,4790
217,217,-73.476353,6.861661,3,264,96,92,252,317,213,104,260,264,266,260,2128,324,84,38,750,326,374,656,1,63620,7,5877,4680,1197,5049,5049,5591,4790
218,218,-73.475148,6.860221,3,264,96,92,252,317,213,104,260,264,266,260,2128,324,84,38,750,326,374,656,1,63620,7,5877,4680,1197,5049,5049,5591,4790
219,219,-73.474958,6.860411,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
220,220,-73.474879,6.861796,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
221,221,-73.476344,6.861804,3,264,96,92,252,317,213,104,260,264,266,260,2128,324,84,38,750,326,374,656,1,63620,7,5877,4680,1197,5049,5049,5591,4790
222,222,-73.475389,6.859995,3,264,96,92,252,317,213,104,260,264,266,260,2128,324,84,38,750,326,374,656,1,63620,7,5877,4680,1197,5049,5049,5591,4790
223,223,-73.475668,6.859038,3,264,96,92,252,317,213,104,260,264,266,260,2128,324,84,38,750,326,374,656,1,63620,7,5877,4680,1197,5049,5049,5591,4790
224,224,-73.474959,6.858495,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
225,225,-73.474674,6.859343,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
226,226,-73.474667,6.859341,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
227,227,-73.474401,6.857857,3,251,89,91,265,300,203,97,247,252,254,247,1986,278,97,36,675,314,333,608,1,58913,9,5446,4261,1184,4674,4674,4991,4332
228,228,-73.474067,6.858376,3,263,96,93,252,315,212,103,259,263,265,259,2088,315,85,37,733,322,368,643,1,62796,7,5879,4695,1184,4986,4986,5317,4733
229,229,-73.4784,6.853879,3,261,95,92,266,313,210,103,257,261,263,257,2087,311,87,37,728,323,364,641,1,62198,6,5575,4638,936,4956,4956,5335,4700
230,230,-73.479022,6.853813,3,261,95,92,266,313,210,103,257,261,263,257,2087,311,87,37,728,323,364,641,1,62198,6,5575,4638,936,4956,4956,5335,4700
231,231,-73.479672,6.851933,3,261,95,92,266,313,210,103,257,261,263,257,2087,311,87,37,728,323,364,641,1,62198,6,5575,4638,936,4956,4956,5335,4700
232,232,-73.478427,6.852886,3,261,95,92,266,313,210,103,257,261,263,257,2087,311,87,37,728,323,364,641,1,62198,6,5575,4638,936,4956,4956,5335,4700
233,233,-73.477433,6.850813,3,261,95,92,266,313,210,103,257,261,263,257,2087,311,87,37,728,323,364,641,1,62198,6,5575,4638,936,4956,4956,5335,4700
234,234,-73.477953,6.850332,3,261,95,92,266,313,210,103,257,261,263,257,2087,311,87,37,728,323,364,641,1,62198,6,5575,4638,936,4956,4956,5335,4700
235,235,-73.477438,6.849986,3,258,93,92,266,309,208,101,254,258,260,254,2058,301,90,37,713,320,353,631,1,60308,7,5447,4453,994,4753,4753,5105,4564
236,236,-73.476975,6.850101,3,261,95,92,266,313,210,103,257,261,263,257,2087,311,87,37,728,323,364,641,1,62198,6,5575,4638,936,4956,4956,5335,4700
237,237,-73.476738,6.850307,3,261,95,92,266,313,210,103,257,261,263,257,2087,311,87,37,728,323,364,641,1,62198,6,5575,4638,936,4956,4956,5335,4700
238,238,-73.417106,6.944548,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
239,239,-73.417115,6.944702,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
240,240,-73.417253,6.944623,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
241,241,-73.417272,6.944469,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
242,242,-73.418777,6.944383,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
243,243,-73.419088,6.944303,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
244,244,-73.419302,6.943777,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
245,245,-73.418624,6.943568,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
246,246,-73.418735,6.944345,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
247,247,-73.418581,6.944319,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
248,248,-73.41802,6.943785,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
249,249,-73.418594,6.943591,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
250,250,-73.418611,6.944309,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
251,251,-73.418006,6.943725,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
252,252,-73.417452,6.943875,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
253,253,-73.418255,6.944735,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
254,254,-73.418242,6.944739,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
255,255,-73.417956,6.944586,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
256,256,-73.417741,6.945533,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
257,257,-73.418215,6.945185,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
258,258,-73.418651,6.944406,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
259,259,-73.419059,6.94445,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
260,260,-73.418749,6.945021,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
261,261,-73.418245,6.945184,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
262,262,-73.419884,6.950361,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
263,263,-73.41996,6.94973,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
264,264,-73.419469,6.949653,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
265,265,-73.419265,6.950492,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
266,266,-73.419237,6.950512,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
267,267,-73.41882,6.950467,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
268,268,-73.418913,6.949907,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
269,269,-73.419408,6.949644,3,251,91,92,265,300,202,98,247,251,253,246,1803,253,93,35,607,296,319,554,2,58684,10,5785,4187,1598,4612,4612,5308,4336
270,270,-73.419819,6.950543,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
271,271,-73.420503,6.950277,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
272,272,-73.420546,6.950633,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
273,273,-73.420123,6.951071,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
274,274,-73.419756,6.950794,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
275,275,-73.419734,6.950775,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
276,276,-73.420052,6.951103,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
277,277,-73.41982,6.951351,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
278,278,-73.419149,6.951019,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
279,279,-73.418571,6.951371,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
280,280,-73.418595,6.951776,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
281,281,-73.419269,6.951132,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
282,282,-73.419279,6.951094,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
283,283,-73.418595,6.95179,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
284,284,-73.419306,6.951905,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
285,285,-73.419771,6.951406,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
286,286,-73.418361,6.952035,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
287,287,-73.419055,6.952365,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
288,288,-73.419295,6.951928,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
289,289,-73.418665,6.951772,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
290,290,-73.418314,6.952075,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
291,291,-73.417944,6.952221,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
292,292,-73.417967,6.952512,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
293,293,-73.418398,6.952124,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
294,294,-73.419059,6.952338,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
295,295,-73.418374,6.953093,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
296,296,-73.418294,6.952607,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
297,297,-73.418258,6.952701,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
298,298,-73.41835,6.953114,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
299,299,-73.418048,6.953389,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
300,300,-73.418055,6.952956,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
301,301,-73.418241,6.952707,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
302,302,-73.418077,6.952926,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
303,303,-73.417918,6.952735,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
304,304,-73.417909,6.952178,3,258,95,93,247,309,207,102,254,257,260,253,1888,276,89,35,649,304,479,583,2,61529,8,5939,4605,1334,4963,4963,5397,4698
